id,name,asking_price,sde,multiple,sba_status
13061,7-Year-Old Shopify Watch Accessory Brand | 33K Emails | $89K SDE,250000.0,96000.0,2.6041666666666665,no
13990,SBA Prequalified | 7 Year-Old Blue-Collar Workwear Brand w/38% Net Margins | Growth Opportunities,4600000.0,1704289.0,2.6990727511589876,yes
17516,5 yr Old Pool Access. Biz | 95% Amazon FBA | YOY Revenue +102% | COGS Decrease,135000.0,46618.0,2.8958771290059633,no
17542,"7 Year Old Arts And Crafts Subscription Business With 44 Courses and 2,500+ Paid Subscribers",378750.0,133317.0,2.8409730191948515,no
18096,10-Year-Old Grilling Amazon Business | 19% Revenue Growth | Wholesale Relationship | Low Workload,748000.0,125000.0,5.984,no
19224,SBA Pre-Qualified 19-Year-Old Automotive Parts Brand | Diversified Revenue | 5% YoY SDE Growth,2031460.0,615594.0,3.2999996751105436,yes
19796,"Athletic Massage Guns: 92.1% AVG Growth, Celebrated Brand, High 27% Net Profits",2690000.0,1140488.0,2.3586394595997504,unknown
20684,SBA Pre-Qualified | Education Vertical Subscription | SaaS and Subscription Business,750000.0,211337.0,3.548834326218315,yes
21049,"SBA Pre Qualified: 4,000+ Course Membership Business With 83% Recurring Revenue 155% YoY SDE Growth",4000000.0,1070871.0,3.7352771715734203,yes
21397,8 Yr Old Home & Kitchen E-Comm Business | 51% Repeat Orders | 10% YoY Revenue Growth | Strong Brand,1740000.0,502520.0,3.4625487542784366,no
21809,4 Year Old Party Access. Biz | +46% YoY Rev | Brand Registered | Owner Financing,445000.0,167420.0,2.657985903715207,unknown
21930,19-Year-Old Ecommerce Surfing Accessories Business | Premium Domain Name | Low Workload,1000000.0,317198.0,3.152604997509442,no
22082,4-Year-Old Food Blog | 416 Posts | Low Workload | Large Social Following,275000.0,137958.0,1.9933602980617289,no
22437,"SBA Pre-Qual | 8 Yr Old Reputable SaaS Portfolio, High Barrier to Entry, Passive,  2.3M+ Users",4277745.0,1425915.0,3.0,yes
23097,13-Year-Old Specialty Hand Tools Business | 47% YOY SDE Growth | 40% Repeat Rev on Branded Site,11300000.0,2690571.0,4.199852001675481,yes
23462,"Quick Sale Opportunity | Amazon FBA Home Decor | 2,000+ Reviews | 1.3x Multiple",60000.0,48512.0,1.2368073878627968,no
23521,Garden Supply Biz | Amazing Growth | Partial SBA Pre-Approval | 99% 4.9 ⭐ Rating,1375000.0,415107.0,3.3123989718313593,unknown
23592,SBA Prequalified: Leading Personal Finance Content Business w/Diversified Earnings,3500000.0,617284.0,5.669999546400036,yes
23620,SBA Pre-Qualified Custom Artwork Shopify Business | 75% Digital Sales | Turnkey Operations,1400000.0,466915.0,2.998404420504803,yes
23675,SBA Pre-qual 22 year old Snow Sports Biz | $2.18m Rev | 1.2% Ad Spend | Huge Growth Opportunities,1850000.0,450000.0,4.111111111111111,yes
24040,Low Workload 4 Year Old Growing Food Blog With 170+ Posts,172500.0,52271.0,3.300109047081556,no
24362,"SBA Pre-Qualified | 11-Yr-Old Amazon FBA | Eyewear | 37,000 4.4-Star Reviews | Positive YOY Trends",3565000.0,1164553.0,3.0612604149403246,yes
24379,Content Site | Best-in-Class Tech Niche Authority | 7MM Visitors/Yr | YOY Growth Rev 491% & SDE 546%,700000.0,330156.0,2.1202098401967553,no
24695,4+ Year Old Travel Blog With 350% YoY Traffic Growth,567000.0,186174.0,3.0455380450546263,no
24844,4 Year Old Amazon FBA Business In Kids Outdoor Sporting Category w/30% Net Margins,2850000.0,798704.0,3.568280614595645,no
24946,Established 5 Year Old Lifestyle Business Focused On Wooden Baby Products,326000.0,128683.0,2.533357164505024,no
25215,SBA Prequalified: 21+ Year Old Transportation Industry Ecom Business With No Paid Ads,4640000.0,1546035.0,3.001225716106039,yes
25230,Gaming Blog w/Growing Mediavine Earnings and Strong Traffic Trends,545500.0,182000.0,2.9972527472527473,no
25250,"Price Reduced: 9-Year-Old SaaS Business with $86k MRR and $1,250 LTV",1750000.0,848592.0,2.062239568603051,no
25264,12-Year-Old WordPress Subscription Management Business |$306K SDE **Partial Financing Available,828000.0,302121.0,2.740623789806071,no
25286,Aphrodisiac Chocolate Biz w/ Massive Growth & Huge Margins | Selling Due to Co-Founder Falling Out,6100000.0,2037860.0,2.9933361467421706,no
25452,Home Renovation Drop Ship Biz | YOY Revenue UP 75% | High AOV | 1.94x Multiple,240000.0,123420.0,1.9445794846864366,unknown
25726,2 Year Old Free Sample Portfolio Of 8 Affiliate Websites With 250k+ Subscribers,562500.0,281236.0,2.0000995605114564,no
25776,"Fast Growing SaaS | Transport Management Space | ~$1m ARR w/ 350%+ YoY Growth | $40,000+ CLTV",5000000.0,613078.0,8.155569111923768,unknown
25934,"SBA Pre-Qualified: Sleep Aid eCommerce w/ Strong Brand & Growth Ops, YoY Rev +35%, SDE +125%",1570000.0,628438.0,2.498257584678202,unknown
26074,"SBA Pre-Qual | Proprietary Saas Tools for Traders, 1700 Customers, Built-in Growth, 4.8 Star Rating",6500000.0,1582463.0,4.107520997331375,yes
26302,SBA Qualified Growing Baby Products Brand | Amazon FBA and Shopify | Established Team | US Supplier,320000.0,116058.0,2.757242068620862,yes
26353,SBA Pre-qualified 20-Year-Old Library Resource Business | 77 Year-Old Owner Retiring,315000.0,52711.0,5.975982242795621,yes
26480,Automated Resume-Writing Service | 78% Net Margins | Little Marketing | Seller Financing Available,350000.0,250046.0,1.3997424473896802,no
26636,SBA Camper Van Ecom Brand | 70% Organic Traffic | $900+ AOV | 8-Figure Revenue Potential,3000000.0,814541.0,3.6830558559974267,yes
26690,Sports-betting Picks & Handicapping Services Biz | Est. 2009 | TTM 64% Net Margins | 1.5x Multiple,645780.0,430520.0,1.5,no
26749,3 Site Content Portfolio in DIY Repair Category w/Millions of Monthly Visits,410000.0,367169.0,1.1166520049350572,no
26838,SBA Shopify Custom Home Decor | $130 AOV | High Gross Margins | US Manufacturing,575000.0,227727.0,2.524953123696356,yes
27268,"Growing Outdoor Structures Drop Ship Business w/$10,000+ Average Order Size",1200000.0,340950.0,3.519577650681918,no
27278,2 Year Old Agency Focused On HARO - Low 5 - 7 Hour A Week Owner Workload,50000.0,59696.0,0.8375770570892522,no
27495,Virtual Summit Business in the Education Space | 58% Net Margins | Multiple Growth Opps,929000.0,289803.0,3.2056258906912625,yes
27643,Shopify | Private-Label Premium Wall Paneling Products | Multichannel | $593K SDE & Growing | 2.5x,1485000.0,593944.0,2.5002357124577403,no
27689,SBA Qualified Yoga Digital Products | Operator in Place | 8 Years Old | Marketing Needed,565000.0,202574.0,2.7891042285781986,yes
27936,SBA Qualified Growing Real Estate Digital Services Business | 50% Net Margins | $500+ LTV,1600000.0,431649.0,3.706715409974308,yes
28025,Partial SBA Pre-Qualified Test Prep Membership Business | 100% Organic | Zero Marketing | 15K Subs,6000000.0,1000000.0,6.0,yes
28179,SBA PQ | Passive Test Prep Business | YouTube 75.6K Subs - 9.5M Views | YoY Rev/SDE Growth 63% & 67%,600000.0,157588.0,3.8073965022717466,yes
28317,Quick Sale Opportunity | Amazon Dog Gear | USA Made | Trademarked | Design Patent,50000.0,30078.0,1.6623445707826319,no
28755,Distressed Personalized Jewelry Brand | 650K Followers | 3K+ Reviews | 1.6M Emails,500000.0,219329.0,2.2796802976350596,unknown
28928,Upwork-Like Platform for Tutoring | Solid Reputation | Massive Industry | Low Multiple,750000.0,338297.0,2.2169868488340128,no
29014,10-Year-Old Outdoor Living Retailer | 100% USA Suppliers | 20x ROAS,450000.0,131044.0,3.4339611122981593,no
29211,7-Year-Old Amazon FBA Brand | Baby Niche | Low Workload,104995.0,41999.0,2.499940474773209,no
29379,SBA Pre-Qualified: 12-Year-Old SaaS Business | Owner Works 5 Hours per Week,3500000.0,723801.0,4.835583261144984,yes
29530,Alternascript & Hair Labs,400000.0,133333.0,3.00000750001875,yes
29592,Profitable 20-Year-Old Furniture eComm Business Primed for Immense Upside,1300000.0,519565.0,2.5020930971100825,unknown
29598,SBA Pre-Qualified Health & Wellness Content Sites | 58% SDE Margins | Strong Backlinks,2100000.0,729418.0,2.8790076471926933,yes
29908,Merch By Amazon Business w/Massive Capacity Allocations Available & Untapped Growth,218500.0,109812.0,1.9897643244818417,no
30058,8-Year-Old Electronics Business | $4.7M+ Revenue | YoY Revenue Up 4.33% | Seven Brand Registries,1418300.0,1418300.0,1.0,unknown
30193,SBA Email SaaS Company | Low 1 Customer per Month Churn | Sales Experience Needed,610000.0,206445.0,2.9547821453655936,yes
30199,SBA Pre-Qualified | 14 Year-Old Eyewear Brands | Exclusive Vendors | B2B Growth Opportunities,1400000.0,549962.0,2.5456304253748443,yes
30805,9 Year Old Amazon FBA Business w/28% Net Margins | Strong Brand | Low Multiple,375000.0,153987.0,2.435270509848234,no
30856,10-Year-Old FBA Candy Business | 25-35% SDE Margins | Strong Supplier Relationships,2250000.0,785599.0,2.8640565988500493,unknown
30874,6-Year-Old Anime Drop-Ship Business | $61K SDE | Low Workload,115500.0,61128.0,1.8894778170396545,no
30905,"Pet Products Business - 6.5M Social Followers, Strong Organic Rank, 800k Email Subs, Recurring Rev.",1000000.0,570257.0,1.75359530878183,no
30994,Amazon Keto Snacks | Passive $8K Subscription Revenue | Marketing Needed | US Manufacturing,100000.0,31315.0,3.193357815743254,no
31903,Seller Financing Available | Shopify Travel and Outdoor Brand | No Amazon Presence | 75% Gr Margins,165000.0,62855.0,2.6250894916872167,no
32079,"14+ Year Old Food Blog With 1,800+ Posts And Multiple Growth Opportunities",265000.0,114761.0,2.309146835597459,no
32257,"Category-Leading Patented Vegan FBA Brand | 30% SDE Margin | 60% YoY Growth | 12,000+ Reviews",2000000.0,628222.0,3.1835879673109186,no
32328,9-Year-Old Amazon FBA Flag Business | 33% YoY SDE Growth | Low Workload,260000.0,133516.0,1.9473321549477216,no
32811,5-Year-Old SaaS Business | WordPress and Shopify | Low Owner Workload,2650000.0,638671.0,4.149241158593392,yes
33344,Distressed Supplement Brand | 87% Gross Margin | 25% Repeat Order Rate | Untapped Growth Potential,50000.0,28463.0,1.7566665495555633,unknown
33589,7 Year Old Amazon FBA Business Selling Lawn Tools w/37% Net Margins & Steady 3 Year Growth,2050000.0,633358.0,3.23671604369093,yes
33900,12 Year Old Social Media Management Subscription Business | Loyal Customers | Transferable Team,750000.0,291227.0,2.575310668310287,no
34068,Quick Sale Opportunity 7 Year Old Tag Installer Software for Shopify Merchants | Extremely Passive,80000.0,33158.0,2.412690753362688,no
34076,Elite App & AI Development Firm - 15 Years Old | Fortune 500 Clients | $463K SDE | Passive Ownership,970000.0,463068.0,2.0947247488489813,no
34136,Growing Tech-Enabled Grant Management Service | $20K per Client | Massive US Expansion Opportunities,2200000.0,409315.0,5.374833563392497,no
34288,Growing Amazon Luxury Travel Bags Brand | Low Workload | 1.7x Multiple | Motivated to Sell,150000.0,87774.0,1.7089343085651787,no
34289,Amazon FBA Kitchen Brand | 80% Gross Margins | 1.99x Multiple | Cash Buyers Only,471000.0,237105.0,1.9864616941861202,no
35095,36-Year-Old Supplement and Cream Business | US Supply Chain | 44% Return Customer Rate,160000.0,55504.0,2.882675122513693,no
35855,30-Year-Old Directory Website | Recurring Revenue | Premium Domain Name | Low Workload,575000.0,145183.0,3.960518793522658,no
36259,7 Year Old Education Tech Company w/32% Net Margins | Full Team | Untapped Marketing Channels,550000.0,214000.0,2.5700934579439254,no
